"url","path","error"
"https://thetork.com/demos/html/bitrader/assets/images/logo/logo-2.png","C:\Users\JEREMY\Documents\New project\docs\trading-on-wheels\reference-downloads\bitrader-thetork-public-demo\assets\images\logo\logo-2.png","curl exit code 22"
"https://thetork.com/demos/html/bitrader/service.html","C:\Users\JEREMY\Documents\New project\docs\trading-on-wheels\reference-downloads\bitrader-thetork-public-demo\service.html","curl exit code 22"
