"url","path","error"
"https://html.awaikenthemes.com/leadz/images/hero-bg-video.mp4","C:\Users\JEREMY\Documents\New project\docs\trading-on-wheels\reference-downloads\leadz-awaiken-public-demo\images\hero-bg-video.mp4","curl exit code 22"
